trial_id,persona_id,risk_tolerance,decision_style,risk_posture,exploration_style,winner,chip_delta,pot_size,strategy_basis,reward
texas-holdem_web__XGgBMd7,0105,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__XHwDfjH,0788,unknown,unknown,risk_seeking,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__XKkabAH,0187,unknown,unknown,balanced,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__XTCrAwq,0730,unknown,unknown,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__XXYcToQ,0722,unknown,unknown,opportunistic,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__XY3Vygh,0281,unknown,unknown,risk_averse,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__XaNCCxa,0525,unknown,unknown,balanced,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__XbFm5X9,0919,unknown,unknown,risk_averse,quick_pick,player,20,100,hand_strength,1.0
texas-holdem_web__XhTjEGd,0061,unknown,unknown,balanced,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__XiWdRLZ,0900,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__XrBQ5T6,0396,unknown,unknown,risk_averse,quick_pick,opponent,-80,220,hand_strength,1.0
texas-holdem_web__Xxsgytf,0237,unknown,unknown,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__XyfTNoA,0182,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Y2Jb4xM,0651,unknown,unknown,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__Y5e22k9,0320,unknown,unknown,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__YAFWqJ2,0896,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__YBAdKpZ,0048,unknown,unknown,balanced,quick_pick,player,20,60,hand_strength,1.0
texas-holdem_web__YBvKq7V,0309,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__YGeQg5g,0917,unknown,unknown,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__YLSho6a,0539,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__YSPYLB3,0457,unknown,unknown,balanced,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__YUYSKhr,0165,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__YdEaTrY,0809,unknown,unknown,risk_seeking,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__Yf4p98w,0186,unknown,unknown,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__YiRBBF6,0029,unknown,unknown,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__Yr4DjjW,0401,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__Ytesdjd,0762,unknown,unknown,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__YuJMSTi,0259,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__YuyjhQd,0388,unknown,unknown,opportunistic,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__YwCrV3P,0805,unknown,unknown,balanced,quick_pick,player,70,220,hand_strength,1.0
texas-holdem_web__YwwJtM8,0271,unknown,unknown,risk_averse,hesitant,opponent,-20,100,hand_strength,1.0
texas-holdem_web__YyBSRYK,0844,unknown,unknown,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__Z4QE4PG,0792,unknown,unknown,risk_averse,hesitant,player,20,40,hand_strength,1.0
texas-holdem_web__Z8UZKmc,0123,unknown,unknown,balanced,compared_multiple,player,120,240,hand_strength,1.0
texas-holdem_web__ZAg5MTN,0462,unknown,unknown,balanced,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__ZDVZbjx,0575,unknown,unknown,opportunistic,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__ZL6Kjw8,0952,unknown,unknown,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__ZNS87Tr,0395,unknown,unknown,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__ZPAKeFu,0323,unknown,unknown,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__ZR3tqzZ,0066,unknown,unknown,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__ZREtrCd,0160,unknown,unknown,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__ZTS5UWf,0706,unknown,unknown,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__ZW6FfTp,0198,unknown,unknown,risk_seeking,compared_multiple,player,540,1080,hand_strength,1.0
texas-holdem_web__ZWwayKb,0542,unknown,unknown,opportunistic,compared_multiple,player,80,240,hand_strength,1.0
texas-holdem_web__ZX4WGxN,0283,unknown,unknown,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__ZZoVFQU,0874,unknown,unknown,risk_seeking,quick_pick,opponent,-190,440,hand_strength,1.0
texas-holdem_web__ZasWGei,0353,unknown,unknown,risk_averse,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__ZeBCpYJ,0111,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__ZetAtWY,0771,unknown,unknown,balanced,deep_research,player,260,520,hand_strength,1.0
texas-holdem_web__ZgqMNCa,0063,unknown,unknown,opportunistic,compared_multiple,opponent,-80,160,pot_control,1.0
texas-holdem_web__ZuHQggx,0181,unknown,unknown,balanced,compared_multiple,player,60,120,hand_strength,1.0
texas-holdem_web__a2PJyH4,0591,unknown,unknown,balanced,compared_multiple,opponent,-200,460,hand_strength,1.0
texas-holdem_web__a4kS4Wv,0960,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__aB8sVmj,0136,unknown,unknown,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__aBKxNUg,0772,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__aCNcPyY,0299,unknown,unknown,risk_averse,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__aG2daBr,0428,unknown,unknown,balanced,compared_multiple,player,260,520,hand_strength,1.0
texas-holdem_web__aJNzdLc,0005,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__aRjXdnv,0743,unknown,unknown,risk_averse,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__aTXtXDi,0644,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__aWMUCW4,0647,unknown,unknown,risk_seeking,quick_pick,player,70,210,hand_strength,1.0
texas-holdem_web__aYFp9qc,0823,unknown,unknown,opportunistic,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__aaLGeaV,0422,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__aiFkt83,0482,unknown,unknown,risk_averse,compared_multiple,player,320,640,hand_strength,1.0
texas-holdem_web__av6nUsD,0328,unknown,unknown,balanced,compared_multiple,player,80,160,hand_strength,1.0
texas-holdem_web__b4fALgJ,0369,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__b53qSUv,0774,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__bRkWVhW,0987,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__bVbvoNa,0908,unknown,unknown,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__bYDVeFv,0934,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__bZ52wUL,0381,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__bZzjgPZ,0819,unknown,unknown,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__bbBHWyh,0178,unknown,unknown,risk_seeking,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__brDrguA,0228,unknown,unknown,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__bt2i7Kw,0566,unknown,unknown,balanced,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__bxNG2PN,0004,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__c6PRuwQ,0426,unknown,unknown,balanced,compared_multiple,player,140,280,hand_strength,1.0
texas-holdem_web__c6ZFRLL,0291,unknown,unknown,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__c97HXfu,0439,unknown,unknown,balanced,compared_multiple,opponent,-200,460,hand_strength,1.0
texas-holdem_web__cG3p9Hj,0968,unknown,unknown,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__cGDVJMA,0972,unknown,unknown,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__cH3a4fS,0552,unknown,unknown,risk_seeking,compared_multiple,player,120,240,hand_strength,1.0
texas-holdem_web__cKZAGgj,0306,unknown,unknown,risk_seeking,quick_pick,player,70,210,hand_strength,1.0
texas-holdem_web__cN7qPBY,0714,unknown,unknown,risk_seeking,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__cPa74e3,0487,unknown,unknown,balanced,compared_multiple,opponent,-70,140,hand_strength,1.0
texas-holdem_web__cQxicH4,0529,unknown,unknown,balanced,quick_pick,player,70,210,hand_strength,1.0
texas-holdem_web__ccy9aCK,0035,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__cgyyfHU,0173,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__chawEFh,0016,unknown,unknown,risk_seeking,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__cyjZhdk,0252,unknown,unknown,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__cyvvmnn,0090,unknown,unknown,risk_seeking,compared_multiple,player,70,220,hand_strength,1.0
texas-holdem_web__d56gt3s,0026,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__dCE5vGu,0833,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__dFeKno7,0107,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__dSPb2PT,0162,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__dSVziLu,0305,unknown,unknown,balanced,compared_multiple,opponent,-140,340,pot_odds,1.0
texas-holdem_web__dTpBazb,0697,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__dU4ghbC,0294,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__dVQw4wN,0477,unknown,unknown,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__da77puS,0007,unknown,unknown,risk_seeking,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__ddu68gV,0639,unknown,unknown,risk_seeking,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__df23z3o,0816,unknown,unknown,balanced,compared_multiple,player,20,90,hand_strength,1.0
texas-holdem_web__dfKXWma,0780,unknown,unknown,risk_seeking,quick_pick,player,20,70,bluff,1.0
texas-holdem_web__e3zAqft,0103,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__e66XfV3,0936,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__e745nDb,0277,unknown,unknown,risk_seeking,compared_multiple,opponent,-200,460,hand_strength,1.0
texas-holdem_web__e7iGVW4,0940,unknown,unknown,opportunistic,quick_pick,player,20,70,hand_strength,1.0
texas-holdem_web__e7yT6RK,0240,unknown,unknown,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__eBRb9xm,0842,unknown,unknown,risk_seeking,quick_pick,player,20,90,hand_strength,1.0
texas-holdem_web__eCDUFzE,0918,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__eCHWYBj,0883,unknown,unknown,balanced,compared_multiple,player,80,160,hand_strength,1.0
texas-holdem_web__eFFXdED,0260,unknown,unknown,balanced,compared_multiple,player,20,60,hand_strength,1.0
texas-holdem_web__eHnP524,0308,unknown,unknown,balanced,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__eJ3ynYk,0229,unknown,unknown,balanced,compared_multiple,player,20,70,hand_strength,1.0
texas-holdem_web__eKyQkyZ,0274,unknown,unknown,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__eLXUjhx,0313,unknown,unknown,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__eNUkWd9,0789,unknown,unknown,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__eQgt4FU,0188,unknown,unknown,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__eR6pGA8,0693,unknown,unknown,balanced,compared_multiple,opponent,-80,160,hand_strength,1.0
texas-holdem_web__eShsVmh,0867,unknown,unknown,balanced,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__eT6f827,0620,unknown,unknown,balanced,compared_multiple,tie,0,480,hand_strength,1.0
texas-holdem_web__eUTGpkc,0593,unknown,unknown,balanced,quick_pick,player,20,100,hand_strength,1.0
texas-holdem_web__eWVRqMq,0945,unknown,unknown,risk_averse,compared_multiple,player,120,240,hand_strength,1.0
texas-holdem_web__eYqBzbn,0864,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,pot_odds,1.0
texas-holdem_web__ebDw4qT,0128,unknown,unknown,balanced,compared_multiple,player,80,240,hand_strength,1.0
texas-holdem_web__egioyLB,0993,unknown,unknown,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__envZpzo,0441,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__eorruep,0480,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__eq3qjEU,0921,unknown,unknown,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__euZHrH6,0051,unknown,unknown,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__eudfJrH,0470,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__ewZ3FiQ,0307,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__eyoMfNB,0390,unknown,unknown,balanced,quick_pick,player,320,640,hand_strength,1.0
texas-holdem_web__f6hzdZN,0037,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__fBG4KuV,0664,unknown,unknown,balanced,compared_multiple,player,310,620,hand_strength,1.0
texas-holdem_web__fBjwghA,0857,unknown,unknown,balanced,compared_multiple,player,220,440,hand_strength,1.0
texas-holdem_web__fEh7pMV,0531,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__fK58Y8y,0069,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__fKJqLEd,0695,unknown,unknown,balanced,quick_pick,player,200,400,hand_strength,1.0
texas-holdem_web__fPznQZY,0939,unknown,unknown,risk_seeking,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__fQ7wUTK,0567,unknown,unknown,opportunistic,compared_multiple,tie,0,400,hand_strength,1.0
texas-holdem_web__fQPQxn4,0397,unknown,unknown,risk_averse,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__fUWRzi6,0964,unknown,unknown,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__fYaxYfc,0797,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__fcLHWF6,0969,unknown,unknown,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__feYnPRE,0038,unknown,unknown,balanced,compared_multiple,player,100,200,hand_strength,1.0
texas-holdem_web__ffwbnbK,0670,unknown,unknown,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__fhrBYTG,0860,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__fq2iWoR,0533,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__fv8svw5,0065,unknown,unknown,risk_averse,compared_multiple,opponent,-360,720,hand_strength,1.0
texas-holdem_web__fvzsRqx,0729,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,pot_odds,1.0
texas-holdem_web__fynBRWp,0837,unknown,unknown,risk_averse,quick_pick,player,80,160,hand_strength,1.0
texas-holdem_web__fysL4Vr,0492,unknown,unknown,risk_averse,compared_multiple,player,20,70,hand_strength,1.0
texas-holdem_web__g6tz69d,0813,unknown,unknown,risk_averse,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__g96ifGB,0406,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__gFdnqpJ,0663,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__gJ2MAym,0787,unknown,unknown,balanced,compared_multiple,player,240,480,hand_strength,1.0
texas-holdem_web__gJpRNZz,0384,unknown,unknown,opportunistic,compared_multiple,player,80,240,hand_strength,1.0
texas-holdem_web__gQp5trG,0234,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__gUAm7nC,0927,unknown,unknown,risk_seeking,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__gXFT9bc,0528,unknown,unknown,risk_averse,compared_multiple,opponent,-10,30,hand_strength,1.0
texas-holdem_web__gYwdG8g,0869,unknown,unknown,risk_seeking,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__gcXCYuk,0554,unknown,unknown,balanced,quick_pick,opponent,-140,280,hand_strength,1.0
texas-holdem_web__gdmcHeJ,0650,unknown,unknown,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__ge9aSGK,0973,unknown,unknown,balanced,compared_multiple,tie,0,360,hand_strength,1.0
texas-holdem_web__ggXhiwc,0540,unknown,unknown,opportunistic,compared_multiple,player,240,480,hand_strength,1.0
texas-holdem_web__ghKVy8B,0133,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__gitc6Jm,0601,unknown,unknown,risk_seeking,quick_pick,opponent,-80,160,hand_strength,1.0
texas-holdem_web__gjiJP43,0653,unknown,unknown,balanced,compared_multiple,player,250,500,hand_strength,1.0
texas-holdem_web__gmzNQBb,0202,unknown,unknown,risk_averse,hesitant,opponent,-20,40,hand_strength,1.0
texas-holdem_web__goQKVbQ,0943,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__gqDATCF,0122,unknown,unknown,balanced,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__gqLDeQH,0415,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__gr97R2M,0180,unknown,unknown,balanced,compared_multiple,player,20,100,hand_strength,1.0
texas-holdem_web__gtBy5DC,0629,unknown,unknown,balanced,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__guZVXuo,0168,unknown,unknown,balanced,compared_multiple,player,260,520,hand_strength,1.0
texas-holdem_web__gwvAmCA,0070,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__gx4YcU4,0150,unknown,unknown,risk_averse,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__h3gxcE4,0870,unknown,unknown,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__h3hjJ3d,0201,unknown,unknown,risk_averse,compared_multiple,tie,0,40,hand_strength,1.0
texas-holdem_web__h7eUycz,0988,unknown,unknown,risk_averse,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__h7edq5c,0459,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__h8r6GRe,0700,unknown,unknown,risk_averse,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__h9ZEp6i,0736,unknown,unknown,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__hB8tXas,0373,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__hJdKn58,0358,unknown,unknown,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__hPzQqaT,0622,unknown,unknown,balanced,compared_multiple,opponent,-200,460,hand_strength,1.0
texas-holdem_web__hRKFygL,0488,unknown,unknown,risk_seeking,compared_multiple,player,200,400,hand_strength,1.0
texas-holdem_web__hRZkKVd,0125,unknown,unknown,balanced,quick_pick,opponent,-140,280,hand_strength,1.0
texas-holdem_web__hVGQKBA,0643,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__hWRJPBx,0938,unknown,unknown,risk_averse,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__hdLJ6wJ,0311,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__hgj3XM4,0221,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,0.0
texas-holdem_web__hm2CzKz,0583,unknown,unknown,risk_averse,compared_multiple,opponent,-140,340,pot_odds,1.0
texas-holdem_web__hq9XtLy,0149,unknown,unknown,balanced,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__hraRdeu,0023,unknown,unknown,balanced,compared_multiple,opponent,-200,460,hand_strength,1.0
texas-holdem_web__hsycxp7,0326,unknown,unknown,balanced,compared_multiple,opponent,-200,460,pot_odds,1.0
texas-holdem_web__hzMD98A,0420,unknown,unknown,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__i3JGh6r,0734,unknown,unknown,balanced,compared_multiple,player,70,140,hand_strength,1.0
texas-holdem_web__i7fQzDN,0434,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,0.0
texas-holdem_web__iA5Xi9J,0012,unknown,unknown,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__iECoRDt,0290,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__iEggm7W,0394,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,pot_odds,1.0
texas-holdem_web__iHjZoK2,0628,unknown,unknown,balanced,compared_multiple,player,330,660,hand_strength,1.0
texas-holdem_web__iJ9NnGd,0327,unknown,unknown,balanced,compared_multiple,opponent,-190,440,hand_strength,1.0
texas-holdem_web__iNCHoe7,0608,unknown,unknown,balanced,compared_multiple,player,80,160,hand_strength,1.0
texas-holdem_web__iPj3P4U,0877,unknown,unknown,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__iTzEHfh,0581,unknown,unknown,balanced,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__iWyYg3h,0688,unknown,unknown,balanced,compared_multiple,opponent,-140,340,pot_odds,1.0
texas-holdem_web__iXEJSGy,0473,unknown,unknown,risk_averse,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__iZ5ppr7,0269,unknown,unknown,opportunistic,quick_pick,player,20,80,position_play,1.0
texas-holdem_web__ib3J49C,0109,unknown,unknown,balanced,quick_pick,player,140,280,hand_strength,1.0
texas-holdem_web__ibcm4ro,0064,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__ibisoFa,0974,unknown,unknown,opportunistic,quick_pick,player,20,80,hand_strength,1.0
texas-holdem_web__ifa7Bsb,0683,unknown,unknown,balanced,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__iiZdq3H,0045,unknown,unknown,balanced,compared_multiple,opponent,-280,560,hand_strength,1.0
texas-holdem_web__imiM9pD,0556,unknown,unknown,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__iud6d7M,0267,unknown,unknown,opportunistic,compared_multiple,opponent,-140,340,hand_strength,1.0
texas-holdem_web__ixeocf6,0445,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__j4PiZhr,0243,unknown,unknown,balanced,compared_multiple,opponent,-200,400,hand_strength,1.0
texas-holdem_web__j7psX48,0826,unknown,unknown,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__jBZ82DY,0614,unknown,unknown,balanced,compared_multiple,player,20,70,hand_strength,1.0
texas-holdem_web__jFF3E3X,0417,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__jJbFWRQ,0840,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__jL7MjBH,0806,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__jP9PTdf,0708,unknown,unknown,balanced,compared_multiple,player,20,40,hand_strength,1.0
texas-holdem_web__jPdG5wS,0352,unknown,unknown,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__jQZULzK,0214,unknown,unknown,balanced,quick_pick,opponent,-200,400,hand_strength,1.0
texas-holdem_web__jRLmsGw,0959,unknown,unknown,risk_averse,compared_multiple,player,20,80,hand_strength,1.0
texas-holdem_web__jaxT4oF,0595,unknown,unknown,risk_averse,compared_multiple,player,80,160,hand_strength,1.0
texas-holdem_web__jeXSCoj,0239,unknown,unknown,risk_averse,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__jg4DTu5,0231,unknown,unknown,risk_averse,deep_research,player,20,80,hand_strength,1.0
texas-holdem_web__jgkxJUk,0056,unknown,unknown,balanced,compared_multiple,opponent,-80,220,hand_strength,1.0
texas-holdem_web__jh8RkjA,0079,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
texas-holdem_web__jj26y2p,0589,unknown,unknown,balanced,quick_pick,opponent,-20,40,hand_strength,1.0
texas-holdem_web__jkyZdoD,0658,unknown,unknown,opportunistic,quick_pick,player,320,640,hand_strength,1.0
texas-holdem_web__jpH6dm9,0340,unknown,unknown,balanced,quick_pick,player,20,40,hand_strength,1.0
texas-holdem_web__jpwp6nt,0903,unknown,unknown,balanced,quick_pick,opponent,-20,100,hand_strength,1.0
texas-holdem_web__jvnbUw7,0998,unknown,unknown,balanced,compared_multiple,opponent,-190,440,pot_odds,1.0
texas-holdem_web__jxFjw2e,0777,unknown,unknown,risk_averse,quick_pick,opponent,-10,30,hand_strength,1.0
texas-holdem_web__k5YB5jV,0298,unknown,unknown,risk_averse,quick_pick,player,20,60,bluff,1.0
texas-holdem_web__k5gt2T8,0132,unknown,unknown,balanced,compared_multiple,player,80,160,hand_strength,1.0
texas-holdem_web__k9PmWap,0092,unknown,unknown,risk_seeking,compared_multiple,opponent,-20,40,hand_strength,1.0
texas-holdem_web__kCXTnSU,0579,unknown,unknown,risk_averse,compared_multiple,opponent,-20,100,hand_strength,1.0
